ticker,n_days,last_close,min_close,median_dollars,max_1d,max_1d_date,max_5d,max_5d_start,window_ret,move_date,move_size,cause,n_filings,forms,all_causes
AII,27,20.309999465942383,17.290000915527344,1511601.0482788086,0.057627034262661025,2026-06-26,0.13147624527546053,2026-07-23,0.17466734473697554,2026-07-23,0.13147624527546053,NO KNOWN CAUSE,0,,
AIOT,27,4.0,3.7100000381469727,4748490.952205658,0.1436031858200828,2026-07-01,0.17789753116599916,2026-06-25,0.023017880356437592,2026-07-01,0.17789753116599916,8-K,2,"11-K,8-K",8-K
AIP,27,26.959999084472656,26.959999084472656,25918400.764465332,0.11538464407805549,2026-07-21,0.1787966694232681,2026-06-23,-0.3941573239444347,2026-07-21,0.1787966694232681,NO KNOWN CAUSE,0,,
AIRJ,27,4.019999980926514,3.559999942779541,5312043.906402588,0.22015913207035998,2026-07-22,0.21629213295023852,2026-07-20,-0.1762295314234703,2026-07-22,0.22015913207035998,NO KNOWN CAUSE,0,,
AIRO,27,6.244999885559082,6.050000190734863,2480733.050107956,0.13553713536736556,2026-07-14,0.13095240207080727,2026-06-25,-0.18790639283605814,2026-07-14,0.13553713536736556,insider,1,4,insider
AIRS,27,4.355000019073486,4.150000095367432,1881417.9227352142,0.07415739655901432,2026-07-20,0.1614457978065722,2026-07-15,-0.08122358030280163,2026-07-15,0.1614457978065722,NO KNOWN CAUSE,0,,
AIXI,27,1.190000057220459,1.0499999523162842,366659.99722480774,0.13333343929715102,2026-07-29,0.13333343929715102,2026-07-28,-0.6111110851395878,2026-07-29,0.13333343929715102,NO KNOWN CAUSE,0,,
AKAM,27,107.41000366210938,107.41000366210938,408611400.03204346,0.1066713006493023,2026-07-08,0.14812522892918212,2026-07-01,-0.11040247173683349,2026-07-08,0.14812522892918212,NO KNOWN CAUSE,0,,
AKTX,27,8.25,8.25,575639.9917602539,0.42018349394434296,2026-07-07,0.5975232417527099,2026-06-29,-0.2653606111940139,2026-07-07,0.5975232417527099,offering/dilution,4,"8-K,EFFECT,S-3,S-3/A","8-K,offering/dilution"
ALDX,27,1.6100000143051147,1.5199999809265137,2735543.9656734467,0.14084504046847335,2026-07-01,0.27894741960509717,2026-06-24,-0.21463412109547408,2026-07-01,0.27894741960509717,NO KNOWN CAUSE,0,,
ALGS,27,4.25,4.079999923706055,452496.01798057556,0.10509028743022841,2026-07-08,0.24220187483627864,2026-07-01,-0.25307557868881514,2026-07-08,0.24220187483627864,trial readout,0,,trial readout
ALIT,27,20.290000915527344,10.479999542236328,16258125.0,0.2258928371479314,2026-07-01,0.797321384248076,2026-06-30,0.8445455377752131,2026-07-01,0.797321384248076,8-K,6,"4,8-K","8-K,insider"
ALLE,27,158.47000122070312,128.75999450683594,181291577.37731934,0.10446595709025619,2026-07-23,0.17428981896497397,2026-07-21,0.2103414808333377,2026-07-23,0.17428981896497397,8-K,4,"10-Q,144,8-K","8-K,insider,periodic report"
ALM,27,10.949999809265137,10.949999809265137,77773500.0,0.1299320289706798,2026-07-10,0.07628084249650868,2026-07-16,-0.41318328516579517,2026-07-10,0.1299320289706798,NO KNOWN CAUSE,0,,
ALMU,27,15.0600004196167,14.1899995803833,9662280.252456665,0.12388777975018428,2026-07-21,0.061310843196649145,2026-07-28,-0.3548939446315753,2026-07-21,0.12388777975018428,NO KNOWN CAUSE,0,,
ALOY,27,7.489999771118164,7.025000095367432,23796358.91933441,0.10320283199863045,2026-07-27,0.06619212376343908,2026-07-24,-0.6197969806575492,2026-07-27,0.10320283199863045,passive stake,1,SCHEDULE 13G,passive stake
ALTO,27,4.360000133514404,4.360000133514404,12288882.135486603,0.1295938232895013,2026-07-17,0.18415837489370301,2026-06-24,-0.16475089870562454,2026-07-17,0.18415837489370301,NO KNOWN CAUSE,0,,
ALVO,27,3.5299999713897705,3.059999942779541,2229412.0060920715,0.13870970322115816,2026-07-29,0.15359478346372346,2026-07-24,-0.03287674543624397,2026-07-29,0.15359478346372346,periodic report,1,6-K,periodic report
AMBP,27,4.960000038146973,4.420000076293945,12578570.552110672,0.07644625493684076,2026-07-28,0.11087419500687457,2026-07-21,0.10222223069932723,2026-07-21,0.11087419500687457,NO KNOWN CAUSE,0,,
AMBQ,27,57.2599983215332,57.2599983215332,44327375.20751953,0.0854530559271589,2026-07-08,0.13248542071085367,2026-07-07,-0.353432702122102,2026-07-07,0.13248542071085367,NO KNOWN CAUSE,0,,
AMC,27,2.75,1.7200000286102295,101824883.22930336,0.2680412193758104,2026-07-20,0.3155080384353699,2026-07-13,-0.003623184962974757,2026-07-20,0.3155080384353699,8-K,1,8-K,8-K
AMCI,27,4.329999923706055,4.159999847412109,1104564.0042304993,0.23721888669149416,2026-07-06,0.4336494055749951,2026-06-26,-0.00459769686551359,2026-07-06,0.4336494055749951,NO KNOWN CAUSE,0,,
AMPG,27,4.610000133514404,4.610000133514404,15620599.685907364,0.10361072780322989,2026-07-14,0.124800033569336,2026-07-07,-0.4544378417074405,2026-07-14,0.124800033569336,8-K,1,8-K,8-K
AMTB,27,29.479999542236328,23.809999465942383,10064512.268066406,0.10251449049996508,2026-07-24,0.18252123750782556,2026-07-21,0.2381352458409025,2026-07-24,0.18252123750782556,8-K,2,"4,8-K","8-K,insider"
AMTM,27,21.799999237060547,20.09000015258789,39142798.290252686,0.051485097470232555,2026-07-02,0.11820779772867329,2026-07-21,0.03513769182733695,2026-07-21,0.11820779772867329,NO KNOWN CAUSE,-1,NOT COVERED,
AMTX,27,1.409999966621399,1.409999966621399,1668655.4433345795,0.10322586500185893,2026-07-22,0.18589749467913896,2026-07-16,-0.24193550764666705,2026-07-22,0.18589749467913896,NO KNOWN CAUSE,0,,
AN,27,229.97999572753906,184.3300018310547,79208353.50952148,0.04379791138877143,2026-07-29,0.12130662546868143,2026-07-23,0.2213488688278178,2026-07-23,0.12130662546868143,NO KNOWN CAUSE,-1,NOT COVERED,
ANDE,27,70.16999816894531,66.30000305175781,21403871.630859375,0.059558868408203125,2026-07-08,0.10783585467241341,2026-07-06,-0.009737544954317334,2026-07-06,0.10783585467241341,NO KNOWN CAUSE,0,,
ANET,27,157.97000122070312,157.60000610351562,1391847113.1759644,0.08764865883352857,2026-07-08,0.16857303765675202,2026-07-02,-0.09503893543720943,2026-07-02,0.16857303765675202,insider,2,144,insider
ANF,27,102.48999786376953,84.22000122070312,102379891.02783203,0.05905554908544852,2026-07-27,0.12762678569719776,2026-07-23,0.19077493002399448,2026-07-23,0.12762678569719776,insider,2,"144,4",insider
ANGO,27,14.630000114440918,12.369999885559082,5504979.93850708,0.11307694361760068,2026-07-15,0.12958624457732681,2026-07-08,0.1807909369692109,2026-07-15,0.12958624457732681,8-K,2,"10-K,8-K","8-K,periodic report"
ANIX,27,3.4800000190734863,2.619999885559082,789726.994562149,0.12142862799216392,2026-07-01,0.24809165028979696,2026-06-25,0.25631770506709195,2026-07-01,0.24809165028979696,NO KNOWN CAUSE,0,,
ANNA,27,2.8399999141693115,2.630000114440918,612865.9806251526,0.08363637057217677,2026-07-09,0.24817520598190468,2026-07-06,-0.030716774927414536,2026-07-06,0.24817520598190468,8-K,1,8-K,8-K
ANNX,27,4.860000133514404,4.860000133514404,19380700.637340546,0.17117113092195213,2026-07-15,0.15439849733805877,2026-06-29,-0.03571425192480426,2026-07-15,0.17117113092195213,passive stake,4,"144,SCHEDULE 13G/A","insider,passive stake"
ANTX,27,5.019999980926514,4.300000190734863,807970.0358390808,0.06808514566969959,2026-07-29,0.10697674831227366,2026-07-07,-0.0703703903203472,2026-07-07,0.10697674831227366,NO KNOWN CAUSE,0,,
ANY,27,2.059999942779541,1.600000023841858,514414.9791240692,0.12820512507010418,2026-07-28,0.3496932847359233,2026-07-21,-0.3738601925030762,2026-07-28,0.3496932847359233,NO KNOWN CAUSE,0,,
AOSL,27,27.700000762939453,27.700000762939453,25041408.263397217,0.11397649947297417,2026-07-21,0.10094439535121169,2026-07-16,-0.4388168472362147,2026-07-21,0.11397649947297417,passive stake,6,"144,3,4,SCHEDULE 13G/A","insider,passive stake"
AP,27,8.039999961853027,7.170000076293945,1366943.9575195312,0.08690013916718131,2026-07-21,0.13110175319121775,2026-07-08,-0.2443609302232198,2026-07-08,0.13110175319121775,8-K,1,8-K,8-K
APLD,27,23.219999313354492,23.219999313354492,608272645.5932617,0.07987589735609979,2026-07-20,0.13048406905842702,2026-07-16,-0.48628320970310435,2026-07-16,0.13048406905842702,NO KNOWN CAUSE,0,,
ARLO,27,14.510000228881836,12.369999885559082,14184026.873874664,0.0784770969590387,2026-07-27,0.15802079314499196,2026-07-23,0.09757942025692223,2026-07-23,0.15802079314499196,NO KNOWN CAUSE,0,,
ARMP,27,4.570000171661377,3.759999990463257,705167.992401123,0.19946814902150423,2026-07-17,0.38829782006156655,2026-07-16,-0.334788901340794,2026-07-17,0.38829782006156655,8-K,3,"4,8-K,S-8","8-K,insider,proxy/other"
ARQT,27,27.860000610351562,25.809999465942383,37094712.317276,0.06137324128114119,2026-07-07,0.11377710977928057,2026-07-01,0.04501128168820823,2026-07-01,0.11377710977928057,NO KNOWN CAUSE,0,,
ARTV,27,10.020000457763672,8.829999923706055,4312608.197021484,0.0928962204269752,2026-07-21,0.12786886612809245,2026-07-20,0.0705129086853753,2026-07-20,0.12786886612809245,insider,2,4,insider
ARWR,27,86.22000122070312,71.375,163450875.0,0.1902845000529818,2026-07-22,0.23503198726182184,2026-07-15,0.05146342952076988,2026-07-22,0.23503198726182184,NO KNOWN CAUSE,0,,
ASBP,27,5.610000133514404,5.340000152587891,389087.01100349426,0.1458966640240129,2026-07-21,0.2847682579291151,2026-07-15,-0.10810808147259443,2026-07-21,0.2847682579291151,8-K,1,8-K,8-K
ASTL,27,4.269999980926514,3.5899999141693115,3155359.884262085,0.06879600028539934,2026-07-23,0.1832883615489831,2026-07-20,-0.004662000257425358,2026-07-20,0.1832883615489831,periodic report,1,6-K,periodic report
ASUR,27,8.4399995803833,7.539999961853027,781279.990196228,0.06589150438801084,2026-07-28,0.11936334523655479,2026-07-23,0.07653053777012464,2026-07-23,0.11936334523655479,passive stake,1,SCHEDULE 13G/A,passive stake
ATAT,27,35.33000183105469,31.030000686645508,27643488.132476807,0.050078198307181854,2026-07-27,0.12367833141885476,2026-07-21,0.1106571023014642,2026-07-21,0.12367833141885476,insider,4,4,insider
ATEC,27,9.649999618530273,8.0600004196167,19575459.966659546,0.07497112027801967,2026-07-28,0.19727036180342883,2026-07-22,0.128654900965665,2026-07-22,0.19727036180342883,NO KNOWN CAUSE,0,,
ATHM,27,22.739999771118164,18.18000030517578,14567579.11643982,0.07674306622569449,2026-07-28,0.11730051018255483,2026-07-07,0.23318867204578964,2026-07-07,0.11730051018255483,NO KNOWN CAUSE,0,,
ATRC,27,40.88999938964844,27.979999542236328,29221443.128204346,0.07287597602449813,2026-06-26,0.23909089059540722,2026-07-23,0.4377636646202461,2026-07-23,0.23909089059540722,8-K,1,8-K,8-K
AUGO,27,54.5,50.06999969482422,47796661.07940674,0.09506694957544637,2026-07-21,0.1140403259291991,2026-07-20,-0.16487897309241473,2026-07-20,0.1140403259291991,NO KNOWN CAUSE,0,,
AURA,27,7.010000228881836,6.730000019073486,3373212.1101379395,0.1500742569364395,2026-07-02,0.1282798280578068,2026-06-25,0.008633154138610433,2026-07-02,0.1500742569364395,insider,2,"4,DEF 14A","insider,proxy/other"
AVGO,27,370.32000732421875,360.45001220703125,8758011597.161865,0.04830358628047282,2026-07-08,0.10964069267661114,2026-07-02,-0.055619303004144305,2026-07-02,0.10964069267661114,insider,9,"144,144/A,4",insider
AVTR,27,14.380000114440918,9.350000381469727,100021712.56828308,0.15780998599895546,2026-07-29,0.3132420424586264,2026-07-22,0.5379678639307741,2026-07-29,0.3132420424586264,8-K,3,"10-Q,4,8-K","8-K,insider,periodic report"
AVTX,27,19.010000228881836,17.079999923706055,22783800.0,0.08964714603737045,2026-07-02,0.15384613687459603,2026-07-01,0.11299767645180436,2026-07-01,0.15384613687459603,insider,7,"3,4",insider
AWI,27,174.47999572753906,151.42999267578125,76825434.61608887,0.08128551371841053,2026-07-28,0.1797530379532042,2026-07-21,0.11247130707428377,2026-07-21,0.1797530379532042,8-K,1,8-K,8-K
AXTI,27,36.970001220703125,36.970001220703125,444286792.1066284,0.15728028266413507,2026-07-21,0.1615097796717233,2026-07-16,-0.6000649043238957,2026-07-21,0.1615097796717233,8-K,1,8-K,8-K
AZIO,27,1.559999942779541,1.4500000476837158,337172.991335392,0.17964076600893364,2026-07-06,0.34013604780178874,2026-06-26,-0.018867981112750454,2026-07-06,0.34013604780178874,8-K,5,"8-K,DEFA14A","8-K,proxy/other"
BABA,27,115.02999877929688,94.80999755859375,1134189694.3778992,0.11045449393418827,2026-07-08,0.1684002760993304,2026-07-02,0.0958368814099777,2026-07-08,0.1684002760993304,periodic report,5,"4,6-K","insider,periodic report"
BAH,27,70.16999816894531,59.709999084472656,159796525.36315918,0.10110817906502101,2026-07-24,0.14628041018780502,2026-07-21,0.10800562356113086,2026-07-24,0.14628041018780502,offering/dilution,4,"10-Q,8-K,S-3ASR","8-K,offering/dilution,periodic report"
BAK,27,2.259999990463257,2.259999990463257,4086679.8824071884,0.04741385201707771,2026-07-22,0.13389117958035746,2026-07-06,-0.2286689628084113,2026-07-06,0.13389117958035746,periodic report,1,6-K,periodic report
BALY,27,14.460000038146973,12.25,737939.9904251099,0.08592591462311927,2026-07-16,0.19186988781146086,2026-07-09,0.001385073292581085,2026-07-09,0.19186988781146086,NO KNOWN CAUSE,0,,
BATL,27,1.5199999809265137,1.159999966621399,15937369.518339634,0.2535211444965224,2026-07-07,0.33098594564408823,2026-07-06,0.21599998474121085,2026-07-07,0.33098594564408823,8-K,2,8-K,8-K
BAX,27,24.770000457763672,19.65999984741211,127090968.83087158,0.05417610761200886,2026-07-16,0.14305493172844952,2026-07-23,0.25991864954282806,2026-07-23,0.14305493172844952,NO KNOWN CAUSE,0,,
BBIO,27,83.54000091552734,68.62999725341797,200612958.19854736,0.15115531802779225,2026-07-09,0.21001076530959617,2026-07-01,0.21213005129140683,2026-07-09,0.21001076530959617,activist stake,4,"144,8-K,SCHEDULE 13D/A","8-K,activist stake,insider"
BBW,27,35.52000045776367,29.84000015258789,10833108.421325684,0.1049758777033758,2026-07-10,0.1394501794417642,2026-07-08,0.1166300237066471,2026-07-10,0.1394501794417642,NO KNOWN CAUSE,0,,
BCC,27,77.68000030517578,71.29000091552734,26697718.951416016,0.08161560391755573,2026-06-24,0.10935772092320328,2026-07-09,0.07085744864594035,2026-07-09,0.10935772092320328,NO KNOWN CAUSE,-1,NOT COVERED,
BCO,27,121.70999908447266,92.16000366210938,64493570.56274414,0.05264568764966149,2026-07-16,0.15234080207451606,2026-07-10,0.24766781421724926,2026-07-10,0.15234080207451606,NO KNOWN CAUSE,0,,
BCTX,27,3.4000000953674316,2.9700000286102295,376959.9884033203,0.08241756694240032,2026-07-10,0.2085889781430863,2026-07-02,0.1295681415746952,2026-07-02,0.2085889781430863,8-K,1,8-K,8-K
BE,27,163.75,163.75,3593080733.8928223,0.14817820618088606,2026-07-21,0.1707403491430297,2026-06-26,-0.5265288503392759,2026-07-21,0.1707403491430297,NO KNOWN CAUSE,0,,
BESS,27,2.549999952316284,2.549999952316284,487350.0,0.13333331214057065,2026-07-06,0.3144329263421799,2026-06-26,-0.5663265471621945,2026-07-06,0.3144329263421799,8-K,1,8-K,8-K
BFAM,27,82.68000030517578,64.0199966430664,64952657.83691406,0.048273734131749624,2026-06-26,0.1476957142480424,2026-07-22,0.29147148766885045,2026-07-22,0.1476957142480424,NO KNOWN CAUSE,0,,
BIVI,27,1.2599999904632568,1.2599999904632568,341249.98450279236,0.12371134147315632,2026-07-01,0.16410252585527152,2026-07-02,-0.3505154879899717,2026-07-01,0.16410252585527152,NO KNOWN CAUSE,1,EFFECT,
BIYA,27,5.829999923706055,1.9299999475479126,3853840.0959968567,1.1606218599083276,2026-07-27,2.0207254311654967,2026-07-24,0.4219512339789979,2026-07-27,2.0207254311654967,offering/dilution,1,F-3,offering/dilution
BKNG,27,201.3000030517578,167.77000427246094,1173175716.1560059,0.0728660908055998,2026-06-24,0.16472835109110973,2026-07-23,0.19985693464514465,2026-07-23,0.16472835109110973,NO KNOWN CAUSE,0,,
BL,27,32.43000030517578,25.8799991607666,26603707.804107666,0.06943396802218449,2026-06-26,0.18185130007285322,2026-07-23,0.2530912425352321,2026-07-23,0.18185130007285322,NO KNOWN CAUSE,0,,
BLK,27,1079.18994140625,950.1699829101562,861750069.8120117,0.06627407443737221,2026-07-15,0.10406526522595505,2026-07-08,0.026099560182890835,2026-07-08,0.10406526522595505,passive stake,14,"4,SCHEDULE 13G,SCHEDULE 13G/A","insider,passive stake"
BLKB,27,42.18000030517578,26.540000915527344,20555616.050720215,0.1739493444729996,2026-07-29,0.36416559511960567,2026-07-22,0.5892991277365853,2026-07-29,0.36416559511960567,8-K,2,"8-K,SCHEDULE 13G/A","8-K,passive stake"
BLMN,27,8.8100004196167,7.769999980926514,15928956.144332886,0.07556673807413161,2026-07-27,0.10957183326530107,2026-07-24,0.057623109280544815,2026-07-24,0.10957183326530107,NO KNOWN CAUSE,0,,
BMNR,27,16.59000015258789,13.3100004196167,566853833.7292671,0.13489551105679376,2026-07-27,0.14675514082133168,2026-06-26,0.04602777501343169,2026-07-27,0.14675514082133168,8-K,7,"4,8-K","8-K,insider"
BNAI,27,11.619999885559082,10.680000305175781,3249567.947769165,0.09609231176585475,2026-06-30,0.11591538566212511,2026-07-20,-0.40501794792538004,2026-07-20,0.11591538566212511,8-K,2,8-K,8-K
BNO,27,50.43000030517578,39.40999984741211,69274298.85406494,0.09134041126326653,2026-07-13,0.1553973665466899,2026-07-10,0.16952693771719196,2026-07-10,0.1553973665466899,NO KNOWN CAUSE,0,,
BOX,27,32.41999816894531,24.360000610351562,73815610.97602844,0.06137179143873617,2026-06-26,0.14639311816759637,2026-07-23,0.33087017063409796,2026-07-23,0.14639311816759637,insider,2,"144,4",insider
BPRN,27,41.540000915527344,36.939998626708984,445536.02142333984,0.07598099101350986,2026-07-24,0.10214917561949877,2026-07-22,0.12452632538790587,2026-07-22,0.10214917561949877,8-K,2,8-K,8-K
BR,27,159.1999969482422,135.44000244140625,155747137.75634766,0.03846935472165791,2026-07-16,0.10463504261704126,2026-07-22,0.16869766202913894,2026-07-22,0.10463504261704126,NO KNOWN CAUSE,0,,
BRR,27,1.6699999570846558,1.4199999570846558,925100.0304222107,0.17808218059586345,2026-07-13,0.4295302689985603,2026-07-08,0.12837833483955885,2026-07-13,0.4295302689985603,insider,2,4,insider
BSIN,27,1.1200000047683716,1.0,2322336.024427414,0.06870231855708342,2026-07-17,0.23893803722642382,2026-07-10,0.07692312100935417,2026-07-10,0.23893803722642382,NO KNOWN CAUSE,0,,
BTDR,27,8.899999618530273,8.899999618530273,124502048.64263535,0.14092352268753916,2026-07-09,0.08322211376846855,2026-07-16,-0.48938614671811287,2026-07-09,0.14092352268753916,periodic report,6,"4,6-K","insider,periodic report"
BURL,27,371.1300048828125,312.3599853515625,210006711.90795898,0.03351861588410876,2026-07-28,0.10820059269268056,2026-07-09,0.09069273478567252,2026-07-09,0.10820059269268056,insider,1,4,insider
BWAY,27,14.15999984741211,14.100000381469727,1351206.9606781006,0.059973004076636416,2026-07-17,0.17021273429782036,2026-07-13,-0.015299044873294254,2026-07-13,0.17021273429782036,NO KNOWN CAUSE,0,,
BWEN,27,3.490000009536743,3.490000009536743,1600984.9685192108,0.18372091321187067,2026-07-14,0.22355777386730535,2026-07-07,-0.3075396754063475,2026-07-14,0.22355777386730535,NO KNOWN CAUSE,0,,
BWFG,27,68.05999755859375,56.2599983215332,4760876.109313965,0.03868258128824986,2026-07-28,0.14386550518644947,2026-07-22,0.2097404832759151,2026-07-22,0.14386550518644947,8-K,1,8-K,8-K
BXBL,27,4.980000019073486,3.940000057220459,706515.0134086609,0.18571434410251175,2026-07-29,0.2639593773475002,2026-07-27,-0.6655473536435002,2026-07-29,0.2639593773475002,offering/dilution,9,"3,8-K,S-3,S-3/A,SCHEDULE 13D","8-K,activist stake,insider,offering/dilution"
BYRN,27,4.329999923706055,3.180000066757202,3715937.959957123,0.16666671156658786,2026-07-27,0.29874214708821567,2026-07-20,-0.22678571474187226,2026-07-27,0.29874214708821567,activist stake,9,"4,4/A,SCHEDULE 13D/A,SCHEDULE 13G/A","activist stake,insider,passive stake"
BZH,27,32.4900016784668,26.479999542236328,10469075.913619995,0.13092633634569673,2026-07-08,0.18781909570389543,2026-07-07,0.22696383082047822,2026-07-08,0.18781909570389543,NO KNOWN CAUSE,0,,
BZUN,27,3.0799999237060547,2.4600000381469727,629300.0206947327,0.13709673852999948,2026-07-27,0.2520324698962628,2026-07-23,0.1323529012166096,2026-07-27,0.2520324698962628,NO KNOWN CAUSE,0,,
CACI,27,487.7900085449219,440.760009765625,131648198.32763672,0.07700047402646137,2026-07-02,0.15722839245288878,2026-07-21,0.08465268883056787,2026-07-21,0.15722839245288878,insider,8,4,insider
CAKE,27,101.13999938964844,76.62999725341797,111675472.43041992,0.13627678870126214,2026-07-29,0.19748994181841373,2026-07-23,0.3150434868523646,2026-07-29,0.19748994181841373,8-K,2,"8-K,8-K/A",8-K
CAL,27,12.859999656677246,11.3100004196167,5702240.190505981,0.08179626962689612,2026-06-26,0.12711864201305456,2026-07-21,0.014996020460867898,2026-07-21,0.12711864201305456,NO KNOWN CAUSE,0,,
