ticker,band,verdict,impact,entry,ceiling,trough,peak_et,liquidity_at_peak,6% target / 10% stop,6% target / 10% stop :why,no target / 10% stop,no target / 10% stop :why,trail 10%,trail 10% :why,trail 15%,trail 15% :why,trail 20%,trail 20% :why,trail 25%,trail 25% :why
LKFN,small,positive,low,61.36000061035156,0.05198830524242348,-0.0067633786082025305,2026-07-28 09:55:00-04:00,46411.45219421387,0.03283897277713699,time,0.03283897277713699,time,0.03283897277713699,time,0.03283897277713699,time,0.03283897277713699,time,0.03283897277713699,time
LKFN,small,positive,low,61.36000061035156,0.05198830524242348,-0.0067633786082025305,2026-07-28 09:55:00-04:00,46411.45219421387,0.03283897277713699,time,0.03283897277713699,time,0.03283897277713699,time,0.03283897277713699,time,0.03283897277713699,time,0.03283897277713699,time
MAIN,mid,positive,low,53.68000030517578,0.05048433437157329,-0.017138635961480686,2026-07-17 10:14:00-04:00,142051.6519241333,0.03055140993853711,time,0.03055140993853711,time,0.03055140993853711,time,0.03055140993853711,time,0.03055140993853711,time,0.03055140993853711,time
MLI,mid,positive,low,60.650001525878906,0.10171146246998397,-0.00024737351967418775,2026-07-28 15:22:00-04:00,127101.37174224854,0.06000000000000005,target,0.08557287191158913,time,0.08557287191158913,time,0.08557287191158913,time,0.08557287191158913,time,0.08557287191158913,time
NHI,mid,positive,low,80.04000091552734,0.0032484024644736653,-0.03123438245132515,2026-07-28 09:43:00-04:00,31201.91753387451,-0.02248879349286237,time,-0.02248879349286237,time,-0.02248879349286237,time,-0.02248879349286237,time,-0.02248879349286237,time,-0.02248879349286237,time
NKSH,micro,positive,low,36.290000915527344,0.13860563936069492,0.007715590306779818,2026-07-29 12:34:00-04:00,17147.79987335205,0.06000000000000005,target,0.11669882897521622,time,0.11669882897521622,time,0.11669882897521622,time,0.11669882897521622,time,0.11669882897521622,time
PROF,micro,positive,low,7.019999980926514,0.10826214116050892,-0.0028490001397227793,2026-07-27 13:05:00-04:00,66775.74180078506,0.06000000000000005,target,0.04273507002136334,time,0.04273507002136334,time,0.04273507002136334,time,0.04273507002136334,time,0.04273507002136334,time
TCBX,small,positive,low,39.97999954223633,0.10630315279293945,-0.008003994459433672,2026-07-29 14:57:00-04:00,109495.78953552246,0.06000000000000005,target,0.09892450916304996,time,0.09892450916304996,time,0.09892450916304996,time,0.09892450916304996,time,0.09892450916304996,time
WAFD,mid,positive,low,38.16999816894531,0.0028818605089968585,-0.0539690242969344,2026-07-17 15:53:00-04:00,291771.21280670166,-0.03969084260740219,time,-0.03969084260740219,time,-0.03969084260740219,time,-0.03969084260740219,time,-0.03969084260740219,time,-0.03969084260740219,time
XRN,mid,positive,low,38.099998474121094,0.008661465728898587,-0.06115480602814305,2026-07-17 10:28:00-04:00,31416.318603515625,-0.02729651292601709,time,-0.02729651292601709,time,-0.02729651292601709,time,-0.02729651292601709,time,-0.02729651292601709,time,-0.02729651292601709,time
FATN,micro,positive,medium,4.599999904632568,0.1804347697638382,-0.03467394029936455,2026-07-27 14:10:00-04:00,5712.359819412231,0.06000000000000005,target,0.16956526651725068,time,0.16956526651725068,time,0.16956526651725068,time,0.16956526651725068,time,0.16956526651725068,time
FCFS,mid,positive,medium,191.94000244140625,0.10180261038653371,-0.012712318486872598,2026-07-28 09:30:00-04:00,1186438.2034301758,0.06000000000000005,target,0.0635615129366609,time,0.0635615129366609,time,0.0635615129366609,time,0.0635615129366609,time,0.0635615129366609,time
VERA,small,positive,medium,42.470001220703125,0.036025399936909785,-0.12785495995062002,2026-07-07 13:47:00-04:00,677410.7882003784,-0.11184365112955275,stop,-0.11184365112955275,stop,-0.0706380954502438,stop,-0.11961388474315149,stop,-0.12785495995062002,time,-0.12785495995062002,time
AMIX,micro,trap,medium,2.680000066757202,1.7052238132115027,-0.014925358528601551,2026-07-29 09:43:00-04:00,12990756.122097969,0.06000000000000005,target,0.5973880711537101,time,0.04511190771777818,stop,1.2798507392977418,stop,1.1305969760874177,stop,1.0261192884628985,stop
FATN,micro,trap,medium,4.675000190734863,0.16149724209638627,-0.030994720010411925,2026-07-27 14:10:00-04:00,5712.359819412231,0.06000000000000005,target,0.15080211656531195,time,0.15080211656531195,time,0.15080211656531195,time,0.15080211656531195,time,0.15080211656531195,time
IPW,small,trap,medium,1.0499000549316406,0.3715591788536652,-0.466615893814152,2026-07-21 12:05:00-04:00,1459921.2580883503,-0.11658256880733942,stop,-0.11658256880733942,stop,-0.11658256880733942,stop,0.1144870106276683,stop,0.08581762648741931,stop,-0.02371661822145521,stop
LASE,micro,trap,medium,1.090000033378601,0.045871514481795606,-0.11458719191371702,2026-07-27 09:40:00-04:00,80860.53965878487,-0.10091744122626767,stop,-0.10091744122626767,stop,-0.06422022964083118,stop,-0.11458719191371702,stop,-0.08256883543354943,time,-0.08256883543354943,time
