ticker,cik,entity,revenue,concept,period,market_cap,as_of,rev_per_cap
BRIA,0002000230,,,,,60000002.38418579,2025-06-29,
BRID,0000014177,BRIDGFORD FOODS CORPORATION,230986000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,69165458.80123901,2025-11-20,3.3396149465846117
BRKR,0001109354,BRUKER CORPORATION,3436500000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,5862436170.9978485,2025-10-27,0.5861897511141808
BRLL,0001631463,,,,,2363974061.1474495,2022-05-05,
BRLS,0001852973,Borealis Foods Inc.,31475628.0,Revenues,CY2025,69918655.63217354,2025-11-17,0.450174959964709
BRLT,0001866757,"Brilliant Earth Group, Inc.",437483000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,119216646.05867386,2022-02-07,3.6696469365921236
BRN,0000010048,"BARNWELL INDUSTRIES, INC.",13697000.0,Revenues,CY2025,11685299.103759527,2025-11-09,1.172156559997103
BRNS,0001828185,BARINTHUS BIOTHERAPEUTICS PLC,0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,54155246.317436814,2025-10-29,0.0
BRO,0000079282,"BROWN & BROWN, INC.",5902000000.0,Revenues,CY2025,29280145313.979584,2025-10-23,0.20157003787758304
BRQL,0001854526,DYNAMIC AEROSPACE SYSTEMS CORPORATION,0.0,Revenues,CY2025,18955100.244283676,2025-08-17,0.0
BRQSF,0001650575,"BORQS TECHNOLOGIES, INC.",13602000.0,Revenues,CY2025,6373416.905464977,2025-03-31,2.1341770359219354
BRR,0002076163,,,,,,,
BRRN,0001397795,,,,,19949259.842169777,2025-10-22,
BRRR,0001841175,,,,,674519977.5695801,2025-10-28,
BRSL,0001619762,BRIGHTSTAR LOTTERY PLC,2511000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3282223565.1018047,2025-03-31,0.7650301541607866
BRSP,0001717547,"BRIGHTSPIRE CAPITAL, INC.",330587000.0,Revenues,CY2025,692867663.6322498,2025-10-27,0.4771286312698584
BRT,0000014846,BRT APARTMENTS CORP.,97028000.0,Revenues,CY2025,278060174.01108456,2025-11-02,0.3489460522172157
BRTX,0001505497,"BIORESTORATIVE THERAPIES, INC.",359700.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,10930020.328042626,2025-11-09,0.032909362398634796
BRVO,0001444839,,,,,2667896.642349139,2025-11-16,
BRWC,0001873213,BIRDIE WIN CORPORATION,30000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2721600.0080108643,2026-01-07,0.011022927657149038
BRX,0001581068,Brixmor Property Group Inc.,1371597000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,8074918006.910648,2025-12-30,0.1698589383602613
BSAC,0001027552,,,,,4296571547130.215,2025-03-31,
BSAI,0001416090,,,,,96637560.91659188,2025-11-17,
BSBK,0001787414,,,,,108880214.44130802,2025-11-10,
BSET,0000010329,"BASSETT FURNITURE INDUSTRIES, INCORPORATED",335280000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,145572501.58800125,2025-12-31,2.3031822380088527
BSFC,0001730773,BLUE STAR FOODS CORP.,2891428.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,357603.86006228626,2025-09-18,8.08556149113262
BSIN,0000101594,US ENERGY CORP,7353000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,36745434.38013232,2025-11-10,0.20010649279399054
BSOL,0002045872,,,,,,,
BSPK,0001409197,"BESPOKE EXTRACTS, INC.",1117452.0,Revenues,CY2024,2230644.033239186,2025-11-24,0.5009548737264521
BSRR,0001130144,,,,,390992160.4311333,2025-10-28,
BSTT,0001662972,"Blackstone Real Estate Income Trust, Inc.",7962272000.0,Revenues,CY2025,,,
BSVN,0001746129,,,,,387584632.92684555,2025-11-06,
BSX,0000885725,BOSTON SCIENTIFIC CORPORATION,20074000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,151775820322.8147,2025-10-27,0.1322608565534632
BTAI,0001720893,"BioXcel Therapeutics, Inc.",642000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,26638840.314707637,2025-11-09,0.024100148220249053
BTBD,0001718224,"BT BRANDS, INC.",13486629.0,Revenues,CY2025,9724464.1841321,2025-11-13,1.386876309545858
BTBT,0001710350,"BIT DIGITAL, INC.",113560320.0,Revenues,CY2025,948226545.2271066,2025-11-11,0.11976074765213575
BTC,0002015034,,,,,5083690661.544437,2025-10-26,
BTCO,0001855781,Invesco Galaxy Bitcoin ETF,0.0,Revenues,CY2024,531221270.56121826,2025-12-29,0.0
BTCS,0001436229,BTCS Inc.,16491584.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,149924661.86079597,2025-11-10,0.10999914087058155
BTCT,0001796514,BTC Digital Ltd.,14041000.0,Revenues,CY2025,25864840.677280426,2025-03-31,0.5428604867585192
BTCW,0001850391,,,,,138670699.0814209,2025-12-29,
BTCY,0001630113,BIOTRICITY INC.,15998239.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,16259474.323956013,2025-10-13,0.9839333474901387
BTDR,0001899123,,,,,1698164887.8073273,2025-03-31,
BTE,0001279495,,,,,1725105632.2450576,2025-03-31,
BTG,0001429937,,,,,3756415598.5518527,2025-03-31,
BTI,0001303523,,,,,97056392918.17033,2025-03-31,
BTOC,0001972529,Armlogi Holding Corp.,190408258.0,Revenues,CY2025,25266018.06397605,2025-12-24,7.536140341460515
BTOG,0001735556,Bit Origin Ltd,39495.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1344676686.3057766,2025-09-28,2.9371372614858382e-05
BTSG,0001865782,"BrightSpring Health Services, Inc.",12910564000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,5992940608.558945,2025-10-27,2.1542953356756955
BTTC,0002034400,,,,,,,
BTU,0001064728,PEABODY ENERGY CORP,3861500000.0,Revenues,CY2025,3145792102.0507812,2025-10-30,1.2275127773010301
BUD,0001668717,,,,,110635543543.95659,2025-03-31,
BUDZ,0001393772,"WEED, INC.",0.0,Revenues,CY2025,6796634.351277743,2025-11-11,0.0
BUKS,0000015847,BUTLER NATIONAL CORP,97967000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,156299919.32652664,2025-12-04,0.6267885512809308
BUR,0001714174,BURFORD CAPITAL LIMITED,413360000.0,Revenues,CY2025,2201244697.2769976,2025-10-29,0.18778466588078013
BURL,0001579298,"BURLINGTON STORES, INC.",11549607000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,17245749796.598877,2025-10-31,0.6697074430638996
BURU,0001814215,"NUBURU, INC.",0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,102339734.03252864,2025-11-11,0.0
BUSE,0000314489,FIRST BUSEY CORPORATION,719584000.0,Revenues,CY2025,2021796224.9518967,2025-11-03,0.3559132177215934
BV,0001734713,"BrightView Holdings, Inc.",2672800000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,1189096974.658966,2025-10-29,2.247756118264922
BVC,0001785680,Santech Holdings Limited,0.0,Revenues,CY2025,201284998.47650528,2025-09-28,0.0
BVFL,0001302387,,,,,167381013.1166458,2025-11-05,
BVN,0001013131,,,,,3965568448.7353992,2025-03-31,
BW,0001630805,"BABCOCK & WILCOX ENTERPRISES, INC",587676000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,396302372.35313034,2025-11-03,1.4828980117140045
BWA,0000908255,BorgWarner Inc.,14316000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,9458532411.846405,2025-10-23,1.5135540458760628
BWAY,0001505065,,,,,178161136.86867,2025-03-31,
BWB,0001341317,,,,,470226173.51400757,2025-10-27,
BWEN,0001120370,"BROADWIND, INC.",158052000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,49539149.79740524,2025-11-05,3.1904463569998214
BWFG,0001505732,"Bankwell Financial Group, Inc.",2826000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,338966362.6739807,2025-10-29,0.008337110436878537
BWIN,0001781755,"The Baldwin Insurance Group, Inc.",1493680000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,873835665.3229065,2021-02-04,1.7093374180922725
BWLP,0001649313,,,,,1648738277.1821985,2025-03-31,
BWMG,0001166708,"BROWNIE’S MARINE GROUP, INC.",7516687.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3822484.1142344605,2025-11-16,1.9664403501400523
BWMN,0001847590,BOWMAN CONSULTING GROUP LTD.,490017000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,746784420.5235214,2025-10-31,0.6561692859854806
BWMX,0001788257,,,,,424289123.7494602,2025-03-31,
BWXT,0001486957,"BWX TECHNOLOGIES, INC.",3198425000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,19541050890.92682,2025-10-30,0.1636772258489472
BX,0001393818,Blackstone Inc.,14450265000.0,Revenues,CY2025,109377032164.63495,2025-10-30,0.13211425391620954
BXBL,0001906364,,,,,103112440.53478241,2025-10-23,
BXC,0001301787,BlueLinx Holdings Inc.,2954007000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,565728381.2885742,2025-10-23,5.221599441893973
BXMT,0001061630,,,,,3103859903.120842,2025-10-21,
BXP,0001037540,"BXP, INC.",3482279000.0,Revenues,CY2025,11143301332.064743,2025-10-29,0.31249976072887625
BXSL,0001736035,,,,,6087360325.677681,2025-11-02,
BY,0001702750,,,,,1226428110.7423515,2025-11-02,
BYAH,0001986247,"Park Ha Biological Technology Co., Ltd.",2524843.0,Revenues,CY2025,7112500000.0,2025-01-29,0.0003549867135325132
BYD,0000906553,BOYD GAMING CORP,4091989000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,6316109401.136955,2025-10-26,0.6478654405928127
BYND,0001655210,"BEYOND MEAT, INC.",275496000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,101939344.21929467,2025-11-04,2.7025482860410164
BYRN,0001354866,BYRNA TECHNOLOGIES INC.,118120000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,381561417.6558304,2026-01-07,0.3095700836989358
BYSI,0001677940,BeyondSpring Inc.,0.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,73404824.51551437,2025-12-29,0.0
BZAI,0001871638,"Blaize Holdings, Inc.",38632000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,356092062.2359872,2025-11-04,0.10848879853546983
BZH,0000915840,"BEAZER HOMES USA, INC.",2371555000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,717281743.433178,2025-10-26,3.3063088831019916
BZUN,0001625414,Baozun Inc.,1422186000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,7167669458.9129715,2019-03-31,0.19841679476883756
BZYR,0000724445,BURZYNSKI RESEARCH INSTITUTE INC,0.0,Revenues,CY2024,5126489.42177166,2025-10-01,0.0
C,0000831001,Citigroup Inc,85225000000.0,Revenues,CY2025,211366006448.3037,2025-12-29,0.4032105324412442
CAAP,0001717393,,,,,2986975413.570957,2025-03-31,
CAAS,0002037400,"China Automotive Systems, Inc.",765736000.0,Revenues,CY2025,,,
CABA,0001759138,,,,,225919128.1268413,2025-10-30,
CABO,0001632127,"Cable One, Inc.",1501423000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,892926711.1853027,2025-10-23,1.681462746261625
CABR,0002020737,"Caring Brands, Inc.",4215.0,Revenues,CY2025,,,
CAC,0000750686,CAMDEN NATIONAL CORP,41739000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,638063630.1790237,2025-10-28,0.06541510599544616
CACC,0000885550,CREDIT ACCEPTANCE CORP,2317200000.0,Revenues,CY2025,5634451013.404175,2025-10-22,0.4112556830270521
CACI,0000016058,CACI International Inc,8627824000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,12878261451.27533,2025-10-26,0.6699525423243826
CADL,0001841387,,,,,286552405.2625499,2025-11-03,
CAE,0001173382,,,,,8993044208.205711,2025-06-29,
CAG,0000023217,"CONAGRA BRANDS, INC.",11281600000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,8500308879.542004,2025-11-22,1.3271988300509678
CAH,0000721371,"Cardinal Health, Inc.",222578000000.0,Revenues,CY2025,39274391413.58615,2025-10-29,5.667255226340791
CAHO,0001678105,"CARO HOLDINGS, INC.",11254.0,Revenues,CY2025,26487762.313659668,2025-10-09,0.0004248754525479996
CAI,0002019410,"CARIS LIFE SCIENCES, INC.",812033000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,8214556404.571625,2025-11-05,0.09885293374430802
CAJPY,0000016988,,,,,23812266375.367184,2021-03-31,
CAKE,0000887596,THE CHEESECAKE FACTORY INCORPORATED,3751806000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2796855552.05468,2025-10-26,1.34143717119884
CAL,0000014707,CALERES INC,2757853000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,399346084.8550186,2025-11-27,6.905922217820741
CALC,0001534133,,,,,42615139.18375468,2025-11-04,
CALM,0000016160,"CAL-MAINE FOODS, INC.",2911632000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3905188112.3100433,2025-12-30,0.7455804730178994
CALX,0001406666,"Calix, Inc.",1000010000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3769999601.4562035,2025-10-12,0.2652546699510884
CALY,0000837465,CALLAWAY GOLF COMPANY,2060100000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1842333526.4269981,2025-10-27,1.1182014387999202
CAMP,0001736730,CAMP4 Therapeutics Corporation,3498000.0,Revenues,CY2025,79434628.77362585,2025-11-03,0.044036210076195605
CAMT,0001109138,Camtek Ltd.,496072000.0,Revenues,CY2025,2664692859.325096,2025-03-31,0.18616479503969674
CANE,0001471824,,,,,78000040.0,2023-02-06,
CANF,0001536196,Can-Fite BioPharma Ltd.,405000.0,Revenues,CY2025,88302182210.79355,2025-03-31,4.58652311709795e-06
CANN,0001477009,,,,,3490763.23625654,2025-02-06,
CAPC,0000814926,"CAPSTONE COMPANIES, INC.",143269.0,Revenues,CY2024,1562459.722212851,2025-12-29,0.09169452368160484
CAPL,0001538849,CROSSAMERICA PARTNERS LP,3662534000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,792092627.233572,2025-10-30,4.623870837924102
CAPN,0002024203,,,,,82449897.90916443,2025-11-12,
CAPR,0001133869,"CAPRICOR THERAPEUTICS, INC.",0.0,Revenues,CY2025,271101653.9021611,2025-11-09,0.0
CAPS,0000887151,Capstone Holding Corp.,46881000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,6195137.629839778,2025-11-10,7.567386360262744
CAR,0000723612,"AVIS BUDGET GROUP, INC.",11652000000.0,Revenues,CY2025,5393052746.283691,2025-10-23,2.160557396370599
CARE,0001829576,"CARTER BANKSHARES, INC.",20315000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,393775035.60528183,2025-10-29,0.051590370549451633
CARL,0001794546,"CARLSMED, INC.",50511000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,,,
CARR,0001783180,CARRIER GLOBAL CORPORATION,21747000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,48397667831.19954,2025-10-13,0.4493398333954597
CARS,0001683606,Cars.com Inc.,723239000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,647635525.4960403,2025-10-29,1.1167376889123757
CART,0001579091,MAPLEBEAR INC.,3742000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,9955332615.644943,2025-10-29,0.37587895296631224
CARV,0001016178,"CARVER BANCORP, INC.",3003000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,12229022.465529203,2025-09-21,0.24556337258065924
CASH,0000907471,"PATHWARD FINANCIAL, INC.",839894000.0,Revenues,CY2025,1686536478.6029053,2025-12-04,0.49799930843817397
CASIF,0001962738,"CASI PHARMACEUTICALS, INC.",20712000.0,Revenues,CY2025,33463976.289738894,2025-03-31,0.6189342181177361
CASS,0000708781,"CASS INFORMATION SYSTEMS, INC.",107997000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,525732702.5471802,2025-10-27,0.20542187974374326
CASY,0000726958,"CASEY’S GENERAL STORES, INC.",17561101000.0,Revenues,CY2025,21074711590.255432,2025-12-02,0.8332783547139946
CAT,0000018230,CATERPILLAR INC.,67589000000.0,Revenues,CY2025,270777667186.39014,2025-12-29,0.24961068873333275
CATX,0000728387,,,,,162635952.34936237,2025-11-09,
CATY,0000861842,Cathay General Bancorp,53793000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,3164478491.6859055,2025-10-29,0.016999009518102706
CAVA,0001639438,"CAVA Group, Inc.",1179664000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,6100355267.672882,2025-11-03,0.19337627863270485
CB,0000896159,CHUBB LIMITED,59402000000.0,Revenues,CY2025,106932720078.7526,2025-10-19,0.5555081733285405
CBAN,0000711669,,,,,282001910.18899727,2025-11-04,
CBDW,0001877461,1606 Corp.,0.0,Revenues,CY2025,118813.72086353623,2025-11-09,0.0
CBDY,0001586554,TARGET GROUP INC.,3881003.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1172349.4178679683,2025-11-10,3.310449035798544
CBFV,0001605301,,,,,159089155.01926422,2025-11-04,
CBIH,0001411057,"CANNABIS BIOSCIENCE INTERNATIONAL HOLDINGS, INC.",303022.0,Revenues,CY2024,5813374.949620481,2025-12-21,0.052124970886280514
CBIO,0001253689,"Crescent Biopharma, Inc.",10844000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,177685867.45004082,2025-10-23,0.06102905175083191
CBK,0001981546,,,,,,,
CBKM,0001006830,"CONSUMERS BANCORP, INC.",4648000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,73116018.75,2025-12-04,0.06357020088706622
CBL,0000910612,"CBL & ASSOCIATES PROPERTIES, INC.",16243000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,910054040.280014,2025-10-28,0.01784839062414601
CBLL,0001861107,"CeriBell, Inc.",89063000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,415036106.5710449,2025-10-30,0.214590968327606
CBLO,0001882781,"C2 Blockchain, Inc.",185.0,Revenues,CY2025,25393600.878394134,2022-09-28,7.285299981122615e-06
CBNK,0001419536,,,,,465002504.82268524,2025-11-04,
CBOE,0001374310,"Cboe Global Markets, Inc.",4714200000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,24814008342.5,2025-10-23,0.18998139820585902
CBRE,0001138118,"CBRE GROUP, INC.",39900000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,48858419256.936264,2025-10-23,0.8166453316914368
CBRL,0001067294,"Cracker Barrel Old Country Store, Inc.",3483684000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,628645221.4262009,2025-12-11,5.5415739772849975
CBRRF,0001845149,,,,,227929996.49047852,2022-03-20,
CBSH,0000022356,,,,,6688466797.306976,2025-11-02,
CBT,0000016040,Cabot Corporation,3713000000.0,Revenues,CY2025,3675306443.338745,2025-10-29,1.0102558949144422
CBU,0000723188,"COMMUNITY FINANCIAL SYSTEM, INC.",818007000.0,Revenues,CY2025,2958410664.212799,2025-10-29,0.2765021806793895
CBUS,0001705843,"Cibus, Inc.",3639000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,84851097.56376457,2023-07-27,0.042886893681785734
CBZ,0000944148,"CBIZ, INC.",2757991000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2871482968.7798424,2025-10-23,0.9604761825113427
CC,0001627223,The Chemours Company,5808000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2073321512.1053696,2025-10-28,2.801302145417005
CCAP,0001633336,,,,,527756420.7972851,2025-11-11,
CCB,0001437958,,,,,1609118085.0,2025-11-02,
CCBG,0000726601,,,,,688292419.879715,2025-10-27,
CCC,0001818201,CCC Intelligent Solutions Holdings Inc.,1057001000.0,Revenues,CY2025,5836492826.379452,2025-10-22,0.18110208158273172
CCCC,0001662579,"C4 Therapeutics, Inc.",35947000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,188602666.53737783,2025-10-27,0.19059645687923463
CCEC,0001392326,,,,,1123371888.7562046,2025-03-31,
CCEL,0000862692,"CRYO-CELL INTERNATIONAL, INC.",31566321.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,35773746.46103382,2025-10-13,0.8823878995839389
CCEP,0001650107,,,,,40116221808.03049,2025-03-31,
CCFN,0000731122,,,,,62039212.20301056,2025-11-06,
CCI,0001051470,CROWN CASTLE INC,215000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,39288109434.999664,2025-11-02,0.005472393634916626
CCJ,0001009001,,,,,17917445269.856647,2025-03-31,
CCK,0001219601,"CROWN HOLDINGS, INC.",12365000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,11503727289.324936,2025-10-26,1.0748690132348926
CCL,0000815097,Carnival Corporation,26622000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,36333878424.719444,2025-12-21,0.7327046039183075
CCLD,0001582982,"CareCloud, Inc.",120499000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,127812556.97277117,2025-10-29,0.9427790418563551
CCM,0001472072,Concord Medical Services Holdings Ltd,64968000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,5001664902.748299,2021-03-31,0.01298927482412938
CCNE,0000736772,,,,,720962093.094696,2025-11-04,
CCO,0001334978,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",1604140000.0,Revenues,CY2025,964204870.1393008,2025-10-29,1.6636920738309964
CCOI,0001158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",975766000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,2114364742.461544,2025-10-29,0.4614936961463011
CCRN,0001141103,"Cross Country Healthcare, Inc",1054293000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,420991648.2477093,2025-10-16,2.50430858756528
CCS,0001576940,"Century Communities, Inc.",4117816000.0,Revenues,CY2025,1772476557.5502014,2025-10-16,2.323199132005091
CCSI,0001866633,"Consensus Cloud Solutions, Inc.",349696000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,556406161.9686737,2025-11-02,0.6284905234742678
CCTG,0001931717,CCSC Technology International Holdings Limited,17302744.0,Revenues,CY2025,276791870.5821037,2024-06-29,0.06251174922013308
CCU,0000888746,,,,,5616443583.92292,2025-03-31,
CD,0001527762,CHAINCE DIGITAL HOLDINGS INC.,1867068.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,333927456.23793364,2025-03-31,0.005591238351690543
CDE,0000215466,"Coeur Mining, Inc.",2070126000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,11035428515.015316,2025-11-02,0.18758909064412774
CDIO,0001870144,"CARDIO DIAGNOSTICS HOLDINGS, INC.",14825.0,Revenues,CY2025,6594102.476814508,2025-11-12,0.0022482210508747947
CDIX,0000811222,CARDIFF LEXINGTON CORPORATION,11535577.0,Revenues,CY2025,142529710.4231596,2025-06-10,0.08093454316122421
CDLR,0001978867,,,,,6899826028.228123,2025-03-31,
CDLX,0001666071,"CARDLYTICS, INC.",212328000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1032795859.0917339,2025-10-29,0.20558564224562872
CDNA,0001217234,"CAREDX, INC.",379805000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,770193951.7731285,2025-10-30,0.49312903473939107
CDNS,0000813672,"CADENCE DESIGN SYSTEMS, INC.",5296759000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,86480977384.06372,2025-12-29,0.06124767735310147
CDP,0000860546,COPT DEFENSE PROPERTIES,42074000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3167616653.493145,2025-10-19,0.013282541608563068
CDR-PB,0000761648,"Cedar Realty Trust, Inc.",29662000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,246927042.0,2025-10-30,0.12012455079747807
CDRE,0001860543,"CADRE HOLDINGS, INC.",610308000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1735126149.0222778,2025-10-30,0.35173696180182695
CDRO,0001866782,,,,,329811018.75,2025-03-31,
CDT,0001896212,,,,,190611056.25,2025-11-12,
CDTG,0001793895,CDT Environmental Technology Investment Holdings Limited,18225819.0,Revenues,CY2025,516893750.0,2025-03-31,0.035260281247354995
CDW,0001402057,CDW CORP,22424100000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,20550325215.965652,2025-10-30,1.0911798117228142
CDXS,0001200375,"Codexis, Inc.",70387000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,184145623.11656952,2025-11-06,0.38223553081923095
CDZI,0000727273,CADIZ INC,16313000.0,Revenues,CY2025,397792258.57805634,2025-11-10,0.04100884229952655
CE,0001306830,CELANESE CORPORATION,9544000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4209323192.379513,2025-11-02,2.267347876085708
CECO,0000003197,CECO ENVIRONMENTAL CORP.,774381000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1798907551.1122894,2025-10-16,0.430472927594967
CEF,0001726122,,,,,5696709104.85342,2025-03-31,
CEG,0001868275,CONSTELLATION ENERGY CORPORATION,22663000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,125408969289.8432,2025-10-29,0.1807127522723007
CEIN,0001309082,"CAMBER ENERGY, INC.",6229335.0,Revenues,CY2025,14084326.459872816,2025-11-06,0.44228845573466297
CELC,0001603454,,,,,3164608218.118744,2025-11-05,
CELH,0001341766,"CELSIUS HOLDINGS, INC.",2515269000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,15966866150.094566,2025-10-28,0.15753053707318157
CELU,0001752828,Celularity Inc.,26550000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,53382954.0,2025-11-28,0.4973497719890136
CELZ,0001187953,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",6000.0,Revenues,CY2025,8438339.590780258,2025-10-30,0.0007110403575788308
CENN,0001707919,CENNTRO INC.,18080161.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,507707473.3177786,2025-11-09,0.035611374561515405
CENX,0000949157,CENTURY ALUMINUM COMPANY,2527900000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2868311145.6027412,2025-11-03,0.8813200073762542
CEPL,0001009759,"Capstone Energy Plus, Inc.",106004000.0,Revenues,CY2025,,,
CEPU,0001717161,,,,,16790507050.061462,2025-03-31,
CERO,0001870404,,,,,72324.11838342994,2025-11-19,
CERS,0001020214,CERUS CORPORATION,233798000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,304801088.8586376,2025-10-15,0.7670510655834047
CERT,0001827090,"Certara, Inc.",418838000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1824683813.6542702,2025-10-30,0.2295400424258703
CETI,0001935092,"Cyber Enviro-Tech, Inc.",0.0,Revenues,CY2025,16247553.161929697,2025-11-12,0.0
CETX,0001435064,Cemtrex Inc.,76488088.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,278230967.0,2025-11-10,0.27490860857339433
CETY,0001329606,"CLEAN ENERGY TECHNOLOGIES, INC.",2161626.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,221716419.96186304,2025-08-18,0.009749507954222861
